Welche deutsche Schwimmerin holte 1988 sechs Goldmedaillen nach Hause?;Kristin Otto;Franziska van Almsick;Michaela Groß;Laure Manaudou;1
Wer wurde 1994 Sportminister in Brasilien?;Pelé;Adriano;Robinho;Kaká;1
In welcher Stadt ging Mike Tyson 1990 k.o.?;Tokio;Las Vegas;Hongkong;New York;1
Wann fanden die 1. Olympischen Sommerspiele in Athen statt?;1896;1904;1908;1912;1
Wie lautet der vollständige Name der US-amerikanischen NBA?;National Basketball Association; North American Basketball Association; North American Basketball Action; National Basketball Action;1
Wie viele Spieler, pro Mannschaft, befinden sich beim Basketball-Spiel auf dem Platz?;5;6;7;8;1
Wie wurde der amerikanische Basketballspieler Michael Jordan genannt?;Air Jordan;Star Jordon;King Jordan;Big Jordan;1
Wie nennt man die Hand des Boxers, die die größere Schlagwirkung entfaltet?;Schlaghand;Rechte;Linke;Powerhand;1
In welchem Rennen stürzte Hermann Maier 1998 bei Olympia in Nagano?;Abfahrt;Super-G;Riesentorlauf;Kombination;1
Wie alt war Leichtathletiklegende Jesse Owens, als er seine Sportlerkarriere aufgab?;23;28;35;42;1
Wann wurde Joachim Löw Bundestrainer der deutschen Fußballnationalmannschaft?;2006;2008;2010;2012;1
Wie oft qualifzierte sich Österreich für eine Fussball-EM;1;2;3;4;1
Wer wurde 1934 Fußball Weltmeister?;Italien;Uruguay;Brasilien;Deutschland;1
Was ist der Spitzname von Seattles Star-Running-Back Marshawn Lynch?;Beast Mode;Superman;The Bus;Marching Madness;1
Welches Team hat die erste Super Bowl gewonnen?;Green Bay Packers;Minnesota Vikings;New York Giants;Los Angeles Rams;1
Mit welchem Team hat Peyton Manning seine erste Super Bowl gewonnen?;Indianapolis Colts; New York Giants;Chicago Bears;New Orlenas Saints;1
Wer den Super Bowl gewinnt, bekommt einen Pokal. Wie heißt er?;Vince Lombardi Trophy;Roger Goodell Trophy;Walter Payton Trophy;Super Bowl;1
Wie oft darf bei einem Formel-1-Rennen nachgetankt werden?;gar nicht; einmal; zweimal;dreimal;1
Welcher Formel 1-Pilot gewann 5 Weltmeisterschaften mit vier verschiedenen Fabrikaten?;Juan Manuel Fangio;Michael Schumacher; Ayerton Senna; Niki Lauda;1
Welche Flagge wurde beim Formel 1 2011 in Kanada versehentlich bei Vettel und Co. aufgestellt?;Belgien;Kanada;Italien;Österreich;1
Bei welchem Team stand Michael Schumacher nicht unter Vertrag?;Williams;Benetton;Mercedes;Ferrari;1
"In welchem Land befinden sich Formel-1-Fahrer, wenn sie ihre Runden im ""Albert Park Circuit"" fahren?";Australien;Kanada;England;Malaysia;1
Was versteht man im Segelsport unter FAM?;einen unsinkbaren Jollenkreuzer;eine 10-qm-Rennjolle;einen Katamaran;eine Trapezjolle;1
